devices,user_count
Karbonn Alfa A91 Champ,76
LG X147 L60,76
Samsung SM-N920K Galaxy Note 5,76
Samsung SM-T377P Galaxy Tab E 8.0,76
Symphony W94,76
Asus P01V ZenPad 7.0,75
Asus Z012D Zenfone 3 ZE552KL,75
Huawei DIG-L21HN Honor 6C Dual SIM LTE,75
LG D320 Optimus L70,75
LG D850 G3,75
LG VS988 G6,75
Samsung GT-P5210 Galaxy Tab 3 10.1,75
Samsung SM-G920K Galaxy S6,75
Samsung SM-T815 Galaxy Tab S2 9.7,75
Sony G3125 Xperia XA1,75
Symphony H58,75
ZTE Z832 Sonata 3,75
Alcatel 5085X A5 LED,74
Asus Z01MD ZenFone 4 Selfie Pro ZD552KL,74
HTC D816x Desire 816 Dual Sim,74
HTC Desire 650,74
iBall Andi i9,74
Jeep Z6,74
Jivi Prime P390,74
Karbonn Titanium S22,74
LG VS835 Stylo 2 V,74
Phicomm C630 CLUE L,74
QMobile i6i Noir i6i,74
QMobile S6,74
Quantum MUV PRO,74
Samsung SM-G930L Galaxy S7,74
Samsung SM-T2397 Galaxy Tab 4 Lite 7.0,74
Tecno K9 SPARK Plus,74
ZTE N986D,74
Advan T1G,73
Asus T00k Zenfone 5 Lite,73
Beijer T10A,73
LeEco Le X527 Le 2,73
LG D380 L80,73
LG F320L G2,73
Mito A72,73
Samsung SM-A7100 Galaxy A7 Duos,73
Samsung SM-G900S Galaxy S5,73
Sharp Aquos Phone Zeta,73
Sony E2105 Xperia E4,73
YU Yureka,73
ZTE BLADE V0800 Blade V8,73
ZTE Blade V6,73
Alcatel 5046Y A3,72
Asus K00Z FonePad 7,72
Evercoss A65A,72
Lava iris 460,72
Micromax A94 Canvas MAd,72
Polytron W7550 LITE,72
QMobile X32,72
Samsung SM-A500L Galaxy A5,72
Samsung SM-G900FQ Galaxy S5,72
Samsung SM-T217S Galaxy Tab 3 7.0,72
Symphony ZVI,72
Xolo Q600s,72
Advan T1X Pro,71
Huawei G620S-L01 Ascend G620S,71
Intex Aqua 3G Strong,71
Intex Aqua 4,71
Intex Cloud M6 16GB,71
Lenovo A10-70F TAB 2 A10,71
LG LG-LS997 V20,71
Micromax AD4500,71
Panasonic P61,71
Samsung SM-A500 Galaxy A5,71
Samsung SM-G530T1 Galaxy Grand Prime,71
Samsung SM-G530W Galaxy Grand Prime,71
Samsung SM-G850A Galaxy Alpha,71
Samsung SM-T337A Galaxy Tab 4 8.0,71
Sony E2312 Xperia M4 Aqua Dual,71
Walton Primo R4 Plus,71
ZTE Z965 Blade X,71
Evercoss AT7H Jump Tab S3,70
HTC PJ83100 One X,70
Huawei H1711 Ascent XT2,70
Huawei Hol-U10 Honor 3C,70
iBall Andi 4.5 O'Buddy,70
Intel ECS TR10CS1,70
Intex Cloud Power+,70
Panasonic P31,70
Samsung SM-A700H Galaxy A7 Duos,70
Samsung SM-T355 Galaxy Tab A,70
Sony G3426 Xperia XA1 Plus,70
Wiko Lenny 4,70
Alcatel 4034F Pixi 4 (4),69
Huawei VNS-L22 P9 Lite,69
Infinix Note 3,69
Oukitel C3 3G,69
Samsung SC-04E GALAXY S4 SC-04E for DoCoMo,69
Samsung SM-G3502T Galaxy Trend 3,69
Samsung SM-G900L Galaxy S5,69
Xolo Q500,69
General Mobile etab5,68
Huawei SCL-L01 Honor 4A,68
Huawei T1 Mediapad T1 8.0 Pro 4G,68
Karbonn Titanium S109,68
LG D693n G3,68
LG H650 Zero,68
LG US215 K8 (2017),68
Micromax Q351 Сanvas spark 2 pro,68
Mpie S15,68
Positivo Twist S,68
Samsung SM-A800IZ Galaxy A8,68
Samsung SM-G930VL Galaxy S7,68
Samsung SM-N910L Galaxy Note 4,68
Sony G8341 XZ1,68
Xolo Q3000,68
Zen Admire SXY,68
Acer Z205 Liquid Z205,67
Alcatel 5023F Pixi 4 Plus Power,67
Alcatel 5044R idealXCITE,67
Intex Aqua HD Power,67
Lava IrisX1+,67
LeEco LEX626 Le S3,67
Micromax A105 Canvas Entice,67
OPPO 3006 Mirror 3,67
OPPO X9079 R9 Plus,67
Samsung GT-S6812 Galaxy Fame,67
Samsung SM-N930F Galaxy Note 7,67
SonyEricsson LT22i Xperia P LT22i,67
Spice Xlife M5Q+,67
Xolo Q800,67
Blackview BV6000,66
Huawei G700-U10 Ascend G700,66
Huawei RIO-L03 G8,66
iBall Cobalt Oomph 4.7D,66
Intex Aqua N11,66
Karbonn Titanium S203 High 2,66
Lenovo S8-50F Tab S8,66
Meizu MX5,66
Motorola XT918 RAZR D1,66
RCA RCT6973W43 Voyager III,66
Samsung SM-G935K Galaxy S7 Edge,66
Samsung SM-J500N0 Galaxy J5,66
Sony C5502 Xperia ZR,66
Spice Mi-508 Stellar,66
Symphony Xplorer V28,66
Wiko Highway Signs,66
Wiko U Feel Prime,66
Xolo Era HD,66
Acer E380 Liquid E3,65
Alcatel 5010X PIXI 4 (5),65
Evercoss A7A*,65
Highscreen Spark,65
HTC Desire 526h,65
iBall 7236 2G iBall Slide,65
Karbonn Titanium S5,65
Koobee i90,65
Lava Iris 353,65
Lava Ivory+,65
LG LGL62VL Premier,65
Nokia TA-1033 6,65
Samsung GT-S6293T Galaxy Young Duos,65
Samsung SM-T377V Galaxy Tab E 8.0,65
Spice Mi-498H Dream Uno,65
Symphony Roar V25,65
Xolo 8X-1020,65
Huawei P7-L10 Ascend P7,64
Lava iris Fuel F2,64
Lenovo S856,64
LG LGLS992 G5,64
Micromax A240 Canvas Doodle 2,64
Micromax A82,64
Mito A50,64
OPPO R1 R1,64
Samsung GT-N8010 Galaxy Note 10.1,64
Samsung SM-A310M Galaxy A3 2016,64
Swipe Slice,64
true SMART MAX 4.0 Plus,64
Walton Primo D8s,64
Eurostar Onyx 2 Plus LTE,63
Huawei d-01J Compact,63
Huawei G7-L11 Ascend G7,63
Karbonn Alfa A114 Quad,63
Samsung SM-A8000 Galaxy A8,63
Samsung SM-G390F XCover 4,63
Samsung SM-T713 Galaxy Tab S2 8.0,63
ZTE BLADE A512,63
Advan S35H,62
Evercoss A7K,62
Huawei X1 Mediapad X1,62
iBall 6351-Q40i SLIDE,62
Intex Aqua A2,62
Karbonn Alfa A91 Storm,62
Karbonn S21 Titanium S21,62
Lenovo ZUK Z2131 Z2,62
Micromax P666,62
Mito A310,62
QMobile S6S,62
Samsung GT-N5110 Galaxy Note 8.0,62
Samsung SM-N916S Galaxy Note 4,62
Symphony Xplorer W69Q,62
Tecno P3,62
Tecno TECNO-W5 W5,62
Videocon Z51 Nova+ Infinium Z51 Nova+,62
Vivo Xplay3S,62
Vivo Y27,62
Vodafone 895n Smart Prime 6,62
Vodafone VFD 700 Smart ultra 7,62
Wiko Ridge,62
ZTE BLADE A110 Optus ZIP,62
ZTE K88 Trek 2 HD,62
ZTE S6 Blade S6,62
Acer A1-713 Iconia Tab 7,61
Advan S4i,61
Evercoss A74A,61
Evercoss A7F,61
HTC Desire 501,61
HTC One Mini2,61
Huawei G7-L01 Ascend G7,61
Huawei Y635-L01,61
Karbonn Titanium S15,61
Lenovo S939,61
LG E410 Optimus L1 II,61
LG F350L G Pro 2,61
LG LGL52VL Treasure LTE,61
LG LGL82VL G Stylo,61
Mito A95,61
Sony G3412 Xperia XA1 Plus,61
Spice XLife 480Q,61
Wiko Pulp Fab,61
Xiaomi MIX 2 Mi Mix 2,61
Acer B3-A40 Iconia One 10,60
HTC Desire 210 dual sim,60
Huawei KIW-L24 Honor 5X,60
Intex Cloud 3G Gem,60
Karbonn Aura 6 Turbo,60
Lenovo S890,60
LG L22 G2,60
LG LG-H818 G4,60
Micromax S303 Bolt,60
QMobile X700 PRO II,60
Samsung SC-06D Galaxy S III,60
Samsung SM-G900K Galaxy S5,60
Samsung SM-G925L Galaxy S6 Edge,60
Samsung SM-S920L Galaxy Grand Prime,60
Sony LT25i Xperia V,60
Sony SO-01F Xperia Z1 SO-01F for DoCoMo,60
Sony SO-03G Xperia Z2 SO-03F for DoCoMo,60
Wiko Sunset2,60
Xolo Q1011,60
ZTE Blade L3,60
ZTE Z812 Maven,60
ZTE Z956 Grand X 4,60
Acer V370 Liquid E2 Duo,59
Advan Star Fit S45A,59
Advan T1-E,59
BQ BQS-5020 BQS-5020 Strike,59
Datawind DW-UBT27Cz,59
HTC 831C One M8,59
HTC Desire 626 Desire 626 (USA),59
iBall Andi 4.5M enigma+,59
Infotmic X210,59
Lenovo X2-EU Vibe X2,59
LG E988 Optimus G Pro,59
LG K425 K10,59
LG L64VL Fiesta LTE,59
Motorola XT1935-02 Moto Z Play,59
QMobile Z10 Noir,59
Samsung SCH-I545 Galaxy S IV,59
Samsung SHV-E330K Galaxy S IV,59
Samsung SHV-E330L Galaxy S IV,59
Samsung SM-T819 Galaxy Tab S2 9.7,59
Sony C1504 Xperia E,59
Spice Mi-520 Stellar 520,59
Walton Primo H4,59
ZTE Blade A452,59
ZTE BLADE L110,59
ZTE Z958 Zmax 2,59
Feiteng GT-I9300,58
Gionee E6 Elife E6 Mini,58
Hitech AirA8Max,58
Huawei CAN-L01 Nova,58
Intex Aqua Viturbo,58
Karbonn A7,58
Lava Iris 402+,58
LG D415 Optimus L90,58
Micromax Bolt A068,58
RCA RCT6513W87 11 Galileo Pro,58
Samsung Galaxy Nexus,58
Samsung SM-G9200 Galaxy S6,58
Samsung SM-G928P Galaxy S6 Edge Plus,58
Samsung SM-T3777 Galaxy Tab E 8.0,58
Samsung SM-T561Y Galaxy Tab E,58
Symphony W68 Xplorer,58
Wing V50,58
ZTE BLADE A602,58
ZTE V811W Kis 3 V811W,58
Alcatel 8063 One Touch Pixi 4 7.0 3G,57
DOOGEE DG500 Discovery,57
Evercoss A7V+,57
Huawei LUA-L02 Y3II,57
Huawei VNS-L53 P9 Lite,57
Huawei Y560-L02 Ascend Y560,57
Intex Aqua Style Mini,57
Karbonn A51w,57
Lenovo A388t,57
Motorola XT1565 Droid Maxx 2,57
Multilaser MS50,57
Panasonic T44 Lite,57
RCA RCT6K03W13 Viking Pro,57
Samsung SM-G720AX Galaxy Grand 3 LTE,57
Samsung SM-G906K Galaxy S5 LTE-A,57
Samsung SM-J710K Galaxy J7 (2016),57
Samsung SM-S820L Galaxy Core Prime,57
Samsung SM-T561M Galaxy Tab E,57
Sony E2053 Xperia E4g,57
Xolo Q2100,57
Acer B1-730HD Iconia One 7,56
Alcatel 5045D PIXI 4 (5),56
Alcatel 6044D Pop Up,56
Evercoss A75A Winner Y Ultra,56
HP Slate 6 Voice Tab,56
iBall Andi 5K Panther,56
Karbonn Titanium S19,56
LG LG-M151 K4,56
QMobile X700 Pro,56
Samsung GT-i9505 Galaxy S4 LTE,56
Samsung SM-J727AZ Galaxy J7 (2017),56
Sony E2033 Xperia E4g Dual,56
Symphony Z9,56
Tecno L8 Lite,56
teXet X-maxi,56
Wiko RAINBOW UP,56
ZTE N9137 Tempo X,56
Advan T1M,55
Amazon KFAUWI Fire 7 (2017),55
Evercoss A74B Winner T,55
Hisense U988 Infinity H3,55
Huawei AGS-W09 MediaPad T3 8.0,55
Huawei CRR-L09 Mate S,55
iBall Andi 5K infinito2,55
iBall Andi 5M Xotic,55
Samsung GT-I8730 Galaxy Express,55
Samsung GT-P6800 Galaxy Tab 7.7,55
Samsung SM-T820 Galaxy Tab S3 9.7,55
Sony Xperia C6802 Xperia Z Ultra,55
Spice Xlife-Victor5,55
Symphony V70,55
Wiko Sunny,55
Wiko U PULSE LITE,55
Advan S4E,54
Advan T3C,54
Asus Z01KD ZENFONE 4 ZE554KL,54
BLU Life Mark,54
CAT S60,54
General Mobile GM 5 d,54
HTC HTL21 Butterfly,54
Huawei d-02H MediaPad M2,54
Huawei DIG-L01 Nova Smart,54
Huawei hi6210sft Honor 4X,54
Huawei PIC-LX9 Nova 2,54
Lava Iris 500,54
LG L83BL Stylo 3,54
Motorola XT1526 Moto E (2nd Gen),54
Panasonic T35,54
Samsung GT-P3113 Galaxy Tab 2 7.0,54
Samsung SM-G530BT Galaxy Grand Prime Duos TV,54
Sony G8342 XZ1,54
Symphony Symtab20,54
Tecno W4,54
Xolo Opus 3,54
Xolo Q1020,54
Xolo Q2000L,54
ZTE Blade L2,54
Alcatel 5045J PIXI 4 (5),53
BQ Aquaris U Plus,53
BQ Aquaris X,53
Chuwi Hi8-super,53
Evercoss A74R Winner X2,53
Huawei LYO-L02 Y6 Elite,53
Intex Aqua I-5 HD,53
Jiake S6,53
Karbonn A19,53
Karbonn Titanium S5 Ultra,53
Lenovo A7600-F A10-70 A7600,53
Lenovo S8-50LC TAB S8,53
OPPO U707 Ulike 2S,53
Panasonic P-03E ELUGA P P-03E for DoCoMo,53
Samsung GT-I9506 Galaxy S IV,53
Samsung GT-I9515L Galaxy S IV,53
Samsung SM-G3815 Galaxy Express 2,53
Samsung SM-G870W Galaxy S5 Active,53
Samsung SM-S727R4 Galaxy J7 (2017),53
Samsung SM-T320 Galaxy Tab Pro 8.4,53
Swipe MTV SLASH,53
Symphony Studio 50,53
Tecno W2,53
Tecno W5 Lite,53
Acer Z160 Liquid Z4,52
Alcatel 9003X One Touch Pixi 4 7.0 3G,52
Asus ME371MG Fonepad ME371MG,52
HTC One 801e One,52
iBall 3G7803Q-900,52
Kenbo E71 SUN E71,52
Lenovo YT3-850F Yoga Tablet 3 8.0,52
Lenovo Z2 Vibe Z2,52
LG H820 G5,52
Micromax A091,52
OPPO R8006,52
QMobile S2,52
Samsung SCH-I605 Galaxy Note II,52
Symphony Xplorer ZV,52
Unimax U673C,52
Xolo Play 8X-1100,52
Evercoss A66S,51
Intex Aqua I3,51
Lava 360m Iris 360m,51
Lava A56,51
Lava Iris 406Q,51
LG D958 G Flex,51
Micromax D200 Bolt,51
QMobile i6 Metal HD,51
Samsung SM-G800F Galaxy S5 Mini,51
Samsung SM-J327AZ Galaxy J3 2017,51
Samsung SM-T377T Galaxy Tab E 8.0,51
Samsung SPH-L710 Galaxy S III,51
Sony C6833 Xperia Z Ultra,51
Sony E5653 Xperia M5,51
Sony E5803 Xperia Z5 Compact,51
Sony F8131 Xperia X Performance,51
Vodafone VFD 500 Smart Turbo 7,51
Vodafone VFD 510 Smart E8,51
Walton Primo GH5 Plus,51
ZTE Blade V7,51
ZTE N817,51
ZTE N986,51
ZTE Z988 Grand X Max 2,51
Asus Z00MD Asus Zenfone 2 Laser,50
BlackBerry STV100-1 Priv,50
Blackview BV8000 Pro,50
Cherry Mobile Flare S4,50
Diyomate A6,50
Evercoss A54B,50
Hisense U971,50
HTC 0P6B One M8,50
Huawei Y635-L03,50
iBall Andi 4.5C Magnifico,50
LG F400L G3,50
LG LS770 G Stylo,50
LG SP320 X Charge,50
LG VS V10,50
LG VS986 G4 Metallic Gray Silver,50
Meizu M6 Note,50
Micromax A089 Bolt,50
Mito A68 Fantasy Power,50
Motorola XT1563 Moto X Play,50
Samsung GT-S5310I Galaxy Pocket Neo,50
Samsung SHV-E300K Galaxy S IV,50
Samsung SM-C115 Galaxy K Zoom,50
Samsung SM-G386F Galaxy Core LTE,50
Samsung SM-G920R4 Galaxy S6,50
Samsung SM-J100FN Galaxy J1,50
Sony C1505 Xperia E,50
Alcatel 5056E Pop 4+,49
BQ Aquaris M5,49
BSNL 73AAQ1_LEGEND,49
Casper VIA_A1_1 VIA A1,49
Cloudfone Thrill Boost,49
Dell Venue 7 3730,49
Evercoss A7T+,49
Feiteng S4,49
HTC One M9PLUS_Prime Camera Edition One M9 Plus Prime Camera Edition,49
HTC One mini,49
InFocus M812i,49
Intex Aqua Style 4.0 Aqua Style 4.0,49
Lanix Ilium X510,49
Lenovo A3000-F IdeaTab A3000-F,49
Lenovo A3600-d,49
Lenovo A6020137 Vibe K5,49
LG H960 V10,49
Micromax A62 Bolt,49
Motorola XT1025 Moto E,49
Mtech ACE3G,49
Oukitel K6000 Pro,49
Samsung SCH-I759 Galaxy Infinite,49
Samsung SCL23 GALAXY S5 SCL23 for KDDI,49
Samsung SGH-I317 Galaxy Note II,49
Samsung SM-G360T Galaxy Core Prime,49
Symphony Xplorer W85,49
Walton Primo F6,49
ZTE Z970 Olympia,49
Alcatel A466BG Pixi Unite,48
Alcatel ONE TOUCH 7040A Pop C7,48
Alcatel ONE TOUCH 7041X POP C7,48
Asus X013DB Zenfone Go 5.5,48
BQ Aquaris E5,48
Cubot Note S,48
HTC PJ401 One S,48
iBall 3G 1026-Q18,48
Intex AQUA Q2,48
Karbonn A108,48
Kyocera C6743 Hydro Reach,48
Lava Iris 310s,48
Lenovo S5000-H,48
LG LG-X180g Zone,48
Mobiistar Zumbo J2,48
Reach Cogent Colours,48
Samsung SM-E500M Galaxy E5,48
Samsung SM-G928S Galaxy S6 Edge Plus,48
Smartfren NC36B1G Andromax,48
Sony C6503 Xperia ZL,48
Symphony Xplorer W68Q,48
Wiko Getaway,48
Wiko Rainbow Lite 4G,48
ZTE Blade A910,48
ZTE NX531J nubia Z11,48
Evercoss A7T,47
HTC 0PM92 Desire 626s,47
HTC Desire 626G Desire 626g,47
Huawei CHC-U03 G Play Mini,47
Huawei Che1-CL20 Honor 4X,47
Huawei MYA-L23 Y5 (2017),47
Huawei Y221-U22 Ascend,47
iBall f2f 5H,47
Intex Aqua Amaze,47
Intex Cloud M5 II,47
Lava iris Fuel 25,47
LG H500 Magna,47
LG LGMS550 Stylus 2 Plus,47
LG M154 Risio 2,47
Micromax A79,47
Mobiistar Lai Zoro 2,47
Motorola XT1021 Moto E,47
Motorola XT1528 Moto E (2nd Gen),47
QMobile I8i,47
Samsung SCH-I747 Galaxy S III,47
Samsung SM-A800S Galaxy A8,47
Samsung SM-G925K Galaxy S6 Edge,47
Samsung SM-T330NU Galaxy Tab 4 8.0,47
Samsung SM-T700 Galaxy Tab S 8.4,47
Samsung SM-T710 Galaxy Tab S2 8.0,47
Sony E6603 Xperia Z5,47
SonyEricsson LT26ii Xperia SL,47
Spice Mi-431 Stellar 431,47
Vivo Y37,47
Wiko Tommy 2,47
Advan S5E+,46
Alcatel 8050G Pixi 4 (6),46
Ambrane A3 Plus Duo,46
Cherry Mobile Flare XL Plus,46
General Mobile 4G Dual,46
Huawei M2-801L MediaPad M2,46
iBall Andi 4F ARC3,46
Infinix X600 Note 2 X600,46
InnJoo Fire2 LTE,46
Intex Aqua Curve Mini,46
Karbonn Quattro L52 VR,46
Kata T2,46
Lava 400s Iris 400s,46
Lava Flair S1,46
Lenovo 830LC YOGA Tablet 2-830LC,46
Lenovo YT3-X50F Yoga Tab 3,46
LeTV X500 Le 1S,46
OPPO 1206 Neo 5s,46
Samsung SM-A500YZ Galaxy A5,46
Samsung SM-G9208 Galaxy S6,46
Samsung SM-N7507 Note 3 Neo 4G,46
Samsung SM-SCV31 Galaxy S6,46
Samsung SM-T719 Galaxy Tab S2 8.0,46
Tecno L9 Plus,46
Tesco Hudl 2,46
Walton Primo HM2,46
Wiko Freddy,46
ZTE Z557BL,46
Alcatel 5080A Shine Lite,45
Asus ZE553KL ZenFone 3 Zoom,45
Essential PH-1 Phone,45
Evercoss A53C,45
HTC D820ys Desire 820,45
Huawei Ascend P7,45
iBall Slide 7236 2Gi,45
itel It1507,45
KingSing K3,45
Lava Iris 415,45
LeTV X502 Le 2,45
LG H440,45
LG LG-K240 X max,45
LG LGL44VL Rebel,45
LG LS740 Volt,45
Neffos X1 Lite,45
Samsung SGH-N075T Galaxy J1,45
Samsung SM-E700M Galaxy E7,45
Samsung SM-G7508Q Galaxy Mega 2,45
Samsung SM-G900MD Galaxy S5 Duos,45
Samsung SM-G9500 Galaxy S8,45
Samsung SM-T285M Galaxy Tab A 7.0 LTE,45
Swipe Konnect 4 NEO,45
Symphony Explorer W71i,45
Turkcell T70,45
Ziox Astra NXT+,45
Acer B1-850 Iconia One 8,44
Alcatel 9001X One Touch Pixi 4 6.0 LTE,44
Asus Z380M ZenPad 8,44
BLU Vivo 5R,44
BSNL Penta IS701D,44
HTC One E9 Plus,44
Huawei G7-L03 Ascend G760-L03,44
Huawei TAG-L13 GR3,44
Huawei Y550-L01 Ascend Y550,44
Infinix Note 2 LTE Note 2 X600,44
itel A13,44
LeTV Le X522 Le 2,44
LG D800 G2,44
LG H324 Leon,44
LG K450 X Power,44
LG US997 G6,44
Samsung SM-P350 Galaxy Tab A,44
Samsung SM-P5550 Galaxy Tab A 9.7,44
Smartfren Andromax U,44
Sony SGP321 Xperia Tablet Z LTE,44
Sony SOV32 Xperia Z5,44
Spice Xlife-431Q Lite,44
Symphony Xplorer W16,44
Vodafone VFD 200 Smart first 7,44
Walton Primo RM,44
Wiko Bloom 2,44
Wiko LENNY,44
Xolo Q710s,44
Ziox Astra Zing+,44
Ziox QUIQ cosmos 4G,44
Advan S6C,43
Advan Vandroid T1Q,43
BQ Aquaris U Lite,43
Casper VIA M1,43
Condor PGN522 Plume P6 Plus,43
Evercoss A80A Elevate Y2,43
HCL V1 Me V1,43
HTC Desire 320 Desire 320,43
Huawei G525-U00 Ascend G525-U00,43
Huawei MediaPad 7 Youth,43
Huawei NXT-L09 Mate 8,43
Intex Aqua i6,43
Lenovo IdeaTab S6000-H,43
Lenovo TAB 2 A8-50F TAB 2 A8-50,43
LG LG-H850 G Flex 2,43
LG LG-M322 X Charge,43
LG LS675 Tribute 5,43
M-tech ACE9,43
M4Tel SS4456 Evolution,43
Multilaser MS40S Preto 4,43
Panasonic T31,43
Samsung GT-P5113 Galaxy Tab 2 10.1,43
Samsung SM-A510Y Galaxy A5 2016 Duos,43
Samsung SM-A7000 Galaxy A7 Duos,43
Samsung SM-A710M Galaxy A7 Duos,43
Samsung SM-G31MZ Galaxy Ace 4 Neo,43
Samsung SM-S727VPP Galaxy J7 (2017),43
Smartfren AD682H Andromax AD682H,43
Sony E5353 Xperia C4,43
Vivo X5Pro,43
Advan S4+,42
Alcatel 5012G Pixi 4 5.5,42
Alcatel 5044A U5,42
Alcatel 8079 Pixi 3 (10),42
Blackview A7,42
BLU S530X STUDIO X8 HD,42
Boway V6,42
Evercoss A7G,42
Evercoss AT7J Winner S2,42
HTC 6500LVW One M7,42
Huawei KII-L23 Honor 5X,42
Huawei NXT-AL10 Mate 8,42
Infinix X554 HOT 3,42
Intex Aqua Slice,42
LG MS323 Optimus L70,42
QMobile J5,42
QMobile M350,42
Samsung SC-01G Galaxy Note Edge,42
Samsung SCV33 Galaxy S7 Edge,42
Samsung SHV-E210L Galaxy S III,42
Samsung SM-G530A Galaxy Grand Prime,42
Samsung SM-J120P Galaxy J1 2016,42
Symphony Helio S1,42
Symphony W68Q Xplorer,42
Wiko Bloom,42
Acer T03 Liquid Z630,41
Advan Vandroid S7A,41
Alcatel One touch 6042D Flash,41
dtac PhoneS3,41
HTC 0PJA2 One M9,41
HTC One A9s One A9s,41
Huawei BAC-L03 Nova 2 Plus,41
Huawei P8max P8 Max,41
Intex Aqua Life,41
Intex Aqua Life V,41
Kyocera E6820 DuraForce Pro LTE,41
LG LG-M470 Stylo 3 Plus,41
LG LG-P713 Optimus L7 II,41
M-tech Turbo L7,41
Motorola XT1039 Moto G 4G,41
Neffos C5 Max,41
OnePlus E1005 X,41
Polytron 4G550,41
Polytron R1500 Rocket Q-Five,41
RCA RCT6303W87M7 10 Viking Pro,41
RCA Viking Pro 10,41
RCA Voyager RCT6873W42,41
Samsung SGH-I537 Galaxy S4 Active,41
Samsung SM-G530MU Galaxy Grand Prime,41
Samsung SM-J5008 Galaxy J5,41
Samsung SM-N916L Galaxy Note 4,41
Samsung SM-S903VL Galaxy S5,41
Sony SOV34 Xperia XZ,41
Ultratab U2,41
Vivo Y55,41
Walton Primo EF3,41
Walton Primo G7+,41
ZTE Blade V580 Blade V Plus,41
ZTE N9519 Warp 7,41
ZTE T620 Blade D2,41
Advan E1C,40
Advan S35G,40
Advan S4,40
Asus X00ADA Zenfone Go 5.0,40
DoCoMo F-02G Arrows NX F-02G,40
HTC D820pi Desire 820,40
HTC M910X Desire Eye,40
Huawei MT7-L10 Ascend Mate 7,40
Intex Aqua I5 Octa,40
Intex Aqua Y2+,40
Lenovo A7020a40 Vibe K5 Note,40
LG D620 G2 Mini,40
LG H520 Magna LTE,40
LG H932 V30+,40
LG LG-M255 K20,40
Micromax A066 Bolt A066,40
Mito A80,40
Samsung SM-P580 Galaxy Tab A 10.1 2016,40
Samsung SM-T357T Galaxy Tab A,40
Smartfren AD689G Andromax,40
Spice Mi-511,40
Spice Xplor Proton5,40
Tecno C7,40
Xolo A700S,40
ZTE Z959 Grand X 3,40
Acer T06 Liquid Zest,39
Alcatel 5017A Pixi 3 (4.5),39
Alcatel 5054N One Touch Fierce XL,39
Alcatel 5054O One Touch Fierce XL,39
Alcatel 5056A Pop 4+,39
Alcatel 9022X One Touch Pixi 3 (8.0),39
Blackview BV5000,39
BQ Aquaris X5,39
Datawind DW-UBT7C+,39
Fujitsu F-05F Arrows NX,39
Gionee F105,39
Karbonn Titanium S30,39
KingSing K5,39
Lenovo A7600-H A10-70 A7600,39
Lenovo TB3-X70F Tab3 10,39
LG D858HK G3,39
LG H840 G5,39
LG K428 K10,39
LG LS990 G3,39
LG LS993 G6,39
Samsung GT-S7583T Trend Plus,39
Samsung SHV-E160K Galaxy Note,39
Samsung SM-A5000 Galaxy A5 Duos,39
Samsung SM-A7108 Galaxy A7 (2016),39
Samsung SM-P605 Galaxy Note 10.1 2014,39
Sony SO-01J Xperia XZ,39
Spice Mi-518 Stellar 518,39
Symphony Xplorer E10,39
Venus V3 5580,39
Videocon Z55 Dash,39
Acer Z150 Liquid Z5,38
BLU LIFE XL,38
Coolpad C106 Cool1,38
Fly Blade IQ4516,38
HTC HTCD160LVWPP Desire 530,38
Huawei GRA-UL00 P8,38
Lenovo A850i,38
Lenovo P770,38
LG E455 Optimus L5 II Dual,38
LG E455f Optimus L5 II,38
LG F180L Optimus G,38
LG H961 V10,38
Meizu PRO 6,38
Qua LGT32,38
Samsung SC-04J Galaxy Feel,38
Sony SOV31 Xperia Z4/Z3+ Dual,38
Spice Xlife Electro 55HD,38
Spice Xlife-431Q,38
Tecno H5,38
VSUN RACE,38
Walton Primo G5,38
Alcatel 5038D Pop D5,37
Alcatel 5044Y U5,37
Alcatel 5051D Pop 4,37
Asus Z012S Zenfone 3 ZE552KL,37
Evercoss A7D,37
HCL U1 ME U1,37
HTC D620h Desire 620G,37
HTC One M8s,37
InnJoo ONE 3G HD,37
Intex A1 Aqua A1,37
Intex Aqua Style Pro,37
Intex Cloud M6,37
Karbonn S12 Titanium S12 Delite,37
Lenovo YT3-X50L Yoga Tab 3,37
LG H634 G Stylo,37
LG K530 Stylus 2 Plus,37
LG V521 G Pad X 8.0,37
Mito A18 Selfie 2,37
Pantel Penta_WS704DX,37
QMobile S1 PRO,37
Samsung GT-I9082L Galaxy Grand Duos,37
Samsung SC-04G Galaxy S6 Edge,37
Samsung SM-G900R4 Galaxy S5,37
Samsung SM-J100Y Galaxy J1,37
Samsung SM-J320R4 Galaxy J3 Duos,37
Sharp SH-01G,37
Sony G8441 XZ1 Compact,37
Turkcell T60,37
verykool S5021 Wave Pro,37
Xolo A1000s Lite,37
ZTE Z718TL Jasper LTE,37
Acer Z3,36
Alcatel 5051J Pop 4,36
Alcatel 9010X One Touch Pixi 3 (10),36
Alcatel One Touch Idol 4 6055K Idol 4,36
Asiafone Asiadroid AF11,36
Asus X008DC Zenfone 3 Max,36
Condor PGN-513 Griffe G4,36
Goophone Android 5.1,36
HTC 802D HTC One Dual Sim,36
HTC Desire 500,36
HTC Desire 626 Desire 626,36
HTC HTC6435LVW Droid DNA,36
Huawei DIG-L21 Enjoy 6S,36
Huawei DIG-TL10 Enjoy 6S,36
Huawei Y300-0100 Ascend Y 300,36
Kenbo O21S Fly O21S,36
Lava iris 550,36
Leagoo Elite 2,36
Lenovo A858t,36
